ts,cmc_total_mcap_usd,cmc_total_vol_24h_usd,cmc_btc_mcap_usd,cmc_eth_mcap_usd,cmc_btc_dominance,cmc_eth_dominance,cmc_total_mcap_usd_ret1,cmc_total_mcap_usd_ret7,cmc_total_mcap_usd_ret30,cmc_btc_mcap_usd_ret1,cmc_btc_mcap_usd_ret7,cmc_btc_mcap_usd_ret30,cmc_eth_mcap_usd_ret1,cmc_eth_mcap_usd_ret7,cmc_eth_mcap_usd_ret30,mc_z_30,btc_dom_z_30,mcap_vol_ratio_total,mcap_vol_ratio_btc,mcap_vol_ratio_eth
2019-08-08,310680364881.758,58222063445.40231,,,,,-0.0025532296407574104,0.0892215641338496,-0.11423288725436724,,,,,,,1.1592887583599234,,5.336127689344061,,
2019-08-09,305196888223.59656,56977897181.2717,,,,,-0.017807514513898906,0.06698427873116368,-0.08852130079071874,,,,,,,1.0122218587594154,,5.356408420139327,,
2019-08-10,295925910034.99414,56498898472.679924,,,,,-0.030847984441577152,0.012956507162919918,-0.04736378632465118,,,,,,,0.532941893342328,,5.237728841352355,,
2019-08-11,301967091420.8503,50370834041.168304,,,,,0.02020892357523522,0.024586274072309226,-0.06560587807824568,,,,,,,0.9809606125817181,,5.994879718966957,,
2019-08-12,297845789305.6072,44572817969.24821,,,,,-0.013742175620314552,-0.04775619789562342,-0.045103977600720366,,,,,,,0.7831608258593046,,6.682229279537536,,
2019-08-13,287875229637.7511,51468832237.640724,,,,,-0.034048711171834625,-0.050226171094711974,0.03201034657860256,,,,,,,0.13077848055979394,,5.593195281924799,,
2019-08-14,264672260863.70312,63432314341.85239,,,,,-0.08403484671978818,-0.16282553853293566,-0.09659893330981129,,,,,,,-1.2569881792282886,,4.172514649825309,,
2019-08-15,270625002741.08063,71665691310.99123,,,,,0.022241799765189477,-0.13803050912698867,0.0589799286919221,,,,,,,-0.9650369019558243,,3.7762142217635373,,
2019-08-16,270739219776.359,60073877224.603,,,,,0.0004219600491586468,-0.11980103456393125,0.02611287440559656,,,,,,,-0.9914461327990748,,4.506771200469127,,
2019-08-17,268150218794.59454,43501436354.98099,,,,,-0.009608727564958536,-0.09856177768731254,-0.07613401769820408,,,,,,,-1.0934477630958972,,6.164169307110497,,
2019-08-18,273446149045.86746,44472358597.81524,,,,,0.019557365478347133,-0.09921333578420082,-0.04672424125056225,,,,,,,-0.7143702616432208,,6.148676563767879,,
2019-08-19,286357667500.01385,50381423956.666725,,,,,0.046136908305325214,-0.03933425185856099,-0.02915732478506194,,,,,,,0.13667466245862464,,5.683794641181863,,
2019-08-20,281439084297.8096,49002126151.79887,,,,,-0.017325587801377353,-0.02261112848810353,-0.03319023334888978,,,,,,,-0.162531621311422,,5.743405570320911,,
2019-08-21,266725393184.18887,62543807300.88073,,,,,-0.053696388157270424,0.007727330074414196,-0.0619715896568314,,,,,,,-1.061437936852294,,4.264617149081567,,
2019-08-22,268368125368.11972,58244551706.03555,,,,,0.006140000907638552,-0.008374468783136808,-0.01642108641622234,,,,,,,-0.9398035007468519,,4.607609081147933,,
2019-08-23,274876615170.36877,53016886407.74393,,,,,0.023962684773052367,0.015166255940756965,0.006570346703713015,,,,,,,-0.532958444254783,,5.184699324972408,,
2019-08-24,269208308234.18582,50594354786.78693,,,,,-0.020836864898333172,0.003938118607382318,-0.021182196074610707,,,,,,,-0.8726009458318283,,5.320915927649926,,
2019-08-25,267673606613.15744,47253647411.07171,,,,,-0.005717107463553398,-0.021336354334518134,-0.02805975911019545,,,,,,,-0.9419688919237238,,5.66461260195632,,
2019-08-26,272496570171.71848,60079142389.2175,,,,,0.017857674984796415,-0.04961558765504704,0.03263216069540342,,,,,,,-0.6721372175099761,,4.535626830462611,,
2019-08-27,268374107337.85706,48345371027.12536,,,,,-0.01524409747959987,-0.04753409733326951,0.009463001867844628,,,,,,,-0.9434711904745824,,5.55118518352624,,
2019-08-28,255528258609.39853,58471353882.30117,,,,,-0.049048925279834885,-0.04288663445583402,-0.03654803207702871,,,,,,,-1.6899864864568854,,4.370144380849457,,
